annotation_id;source_json;caption;Maschine_Label;manual_plot;manual_photo;manual_diagram;unclear;notes;manual_label
386;10.1101_2025.02.21.639456.json;"FIGURE 1. Summary of gene functional status in the focal taxa. Evolutionary relationships depicted using a composite phylogeny with branch lengths proportional to time (Dos Reis et al. 2012; Gibb et al. 2016; Hassanin et al. 2021; Foley et al. 2023; Heighton et al. 2023). Paintings by Carl Buell except giant armadillo, pygmy anteater and numbat (Michelle S. Fabros).";;;;1;;;Diagram
387;10.1101_2023.12.01.569683.json;Fig. 5 During infection, N-terminal acetylation of PA-X at any position is sufficient for host shutoff activity. HEK293T cells were transfected for 24 hours with empty vector, eGFP, and eGFP-tagged WT PA-X, or the following eGFP-tagged mutants: unmodified mutant PA-X EP (gray), NatB-modified PA-X E2D mutant (purple), NatA-modified mutant E2A (blue), or NatC-modified mutant E2M (yellow). Eight hours post-transfection, cells were mock infected or infected with WT PR8 or the PA-X deficient PR8 PA(AX) virus at an MOl of 1. RNA samples were collected 16 hrs post-infection (24 hrs post-transfection). mRNA levels of A) viral HA mRNA, B) endogenous G6PD mRNA, and C) the co-transfected luciferase reporter were measured by RT-qPCR and normalized to 18S rRNA. For B,C, Levels are plotted as change relative to vector transfected cells. For C, significance is calculated in comparison to the WT transfected conditions in each infection condition. (n>3) *p < 0.05 **p < 0.01 ***p < 0.001 ****p < 0.0001 Ordinary two-way ANOVA with uncorrected Fisher's LSD multiple comparison test compared to the wild-type PA-X in each infection condition.;;1;;;;;Plot
388;10.1101_2024.11.20.624446.json;Figure 3 Statistical map of mean T1 values in left BA 44 comparing COPD and HC groups using a right-tailed Wilcoxon rank-sum test.;;1;;;;;Plot
389;10.1101_2025.06.14.659486.json;Figure 3. Growth and morphology of colon tumor organoids: a) Brightfield images of colon tumor organoids in hydrogel droplets on day 3, 6, 8 and 12 (scale bar 250 µm). b) Size development analysis of colon tumor organoids over several days, with average size highlighted above (n organoids < 110). c) Brightfield images (scale bar 250 µm) and H&E staining (scale bar 100 µm) of organoids grown in domes (1:6 dilution) or droplets. d) mIF staining of organoids in hydrogel droplets and domes (1:6 dilution) on day 12 ( ECAD white, Ki67 red, SOX9 turquoise, CEACAM5 pink, scale bars 100 µm). e) Drug treatment of bioreactor grown tumor organoids. Dose-response curves to compounds FOLFOX (5-Fluorouracil,: Leucovorin:Oxaliplatin = 25:5:1, the concentration specified in the graph is based on 5-Fluorouracil), SN-38, Bortezomib, Capecitabine, quantified by fluorescence analysis of cell viability by live/dead staining (n samples = 3). Schematic was created with BioRender.com.;;1;1;1;;;Plot+Diagram+Photo
390;10.1101_2025.08.01.668053.json;606 A 607 608 609;;1;;;;;Plot
391;10.1101_2025.04.22.650000.json;Figure 2. Frequency dependency of induced collective pacemaker activity. In vitro monolayers of optogenetically modified NRVMs show that the transition from the stationary state (STA) towards the oscillatory state (OSC) is dependent on the frequency of excitatory waves passing through an illuminated area under a constant number of 4 pulses. (A) Four pulses at high frequency (200 𝑚𝑠 ) are not enough to induce the transition. (B) Four pulses at medium frequency (600 𝑚𝑠 ) are sufficient to induce the transition. (C) Four pulses at low frequency (1200 𝑚𝑠 ) fail once again in inducing the transition.;;;1;1;;;Diagram+Photo
392;10.1101_2025.04.29.651251.json;Figure 2. Loss of NF2 facilitates aggressive progression of acinar-derived human PDAC. A. Kaplan-Meier plots of TCGA PDAC patients (all 149 patients, 84 classical PDAC patients, 65 basal PDAC patients, respectively) separated by median NF2 expression level. B. Western blot of NF2 expression in KPT and KPTN organoids derived from 4 independent cultures. C. Representative images of xenograft tumors harvested from NSG mice transplanted with KPT and KPTN organoids derived from 4 independent cultures. The number of tumor formation/ transplantations was indicated in the figure. D. Quantification of tumor size. Data was analyzed by two-tailed Student's t test. Error bar represents standard deviation. *, **, *** indicate p-value < 0.05, 0.01, 0.001, respectively, compared with corresponding KPT counterparts. E. Representative HE and Alcian blue staining of tumor sections. Scale bar = 100 µm. Insert scale bar = 25 µm. F. Representative immunofluorescence staining of tumor sections. Cell nuclei was counter stained with DAPI. Scale bar = 50 µm. Arrows indicate invasive lesions.;;1;1;1;;;Plot+Diagram+Photo
393;10.1101_2025.04.22.650000.json;Figure 9. Collective pacemaker activity in a simplified in silico NRVM model. (A) Phase space trajectories of a point inside the illuminated region for different combinations of stimulus train period and number of pulses. A low stimulus frequency (2250𝑚𝑠 period) and a low number of 2 pulses, as well as a high stimulus frequency (540𝑚𝑠 period) with a high number of 8 pulses both result in no transition from the resting state to ectopic pacemaker activity, moving towards the stationary stable fixed point from outside and inside the stable limit cycle, respectively. However, when applying 3 pulses with a low frequency (2250𝑚𝑠 period ) or 2 pulses with a high frequency (540𝑚𝑠 period), ectopic pacemaker activity is induced and the stable limit cycle is approached from outside and inside, respectively. (B) Under illumination, long period stimulation (1000 𝑚𝑠 ) shows a repolarised state after pacing, while short period stimulation shows a depolarised state (500 𝑚𝑠 ). (C) 1 Evolution of the voltage variable as a result of high frequency voltage perturbations of high (blue trajectories) and low (green, orange and red) magnitudes. The dashed parts of graphs demonstrate the transient non-periodic parts of the trajectories, the solid lines show the periodic and stationary states. 2 Corresponding trajectories in the ( 𝑉 , 𝑥 𝑟 ) phase plane.;;1;;;;;Plot
395;10.1101_2025.04.09.648026.json;Figure S5 . Mice lacking both copies of Snca Enh+37 record more peripheral movement. (A) Bar chart showing center movement for 16-20 mice/genotype/treatment group. (B) Bar chart showing sex differences in peripheral movement of 8-10 mice/sex/genotype/treatment group. Error bars represent standard error (SE). Significance was determined using a two-way ANOVA and Tukey's Honestly Significant Difference (HSD) test with a 95% confidence interval. See Tables S18-S20 for ANOVA summary statistics. ▪ = p < 0.1, * = p < 0.05, ** = p < 0.01, *** = p < 0.001.;;1;;;;;Plot
396;10.1101_2025.07.08.663108.json;Figure 6. Fetal reversion drives inflammatory stress tolerance.;;1;1;1;;;Plot+Diagram+Photo
397;10.1101_2025.11.21.689680.json;Fig. 5 Matched and registered histological section and PBI-microCT plane. The histological slice was rigidly transformed to align with the extracted in silico plane by optimizing the mean square error, yielding an optimal spatial match. For better visual comparison, the colors of the histological section were digitally enhanced. Black pixels visible in the in silico plane result from rotation moving the plane partially outside the volume during the extraction process.;;;;1;;;Diagram
398;10.1101_2025.05.03.651968.json;Figure 5: Optimization of patch size for local nonlinear folding compensation of cortical thickness. (A) Example vertex-centered patches (6 mm FWHM) displayed on the midthickness and inflated surfaces of a representative individual from the HCP-YA cohort. (B) Patch size optimization using a golden-section search algorithm. The initial optimization targets the group-average cortical thickness map following global linear regression-based folding compensation. Final optimization uses the group-average map generated from local nonlinear regression-based folding compensation, initialized with the parameters from the first stage. Error bars represent the variability across the 10 tested individuals.;;1;1;;;;Plot+Photo
399;10.1101_2025.03.06.641943.json;Figure 5. Membrane Association of Arr2/3 is Regulated by Membrane-Tethered Phosphopeptides. A. Fluorescence spectra of Arr2 and Arr3 in the absence (black) or presence of the POPC (grey), POPG (orange) or PI(4,5)P2 (blue) nanodiscs, with and without ACKR3pp1, ACKR3pp2, ACKR3pp3 Or ACKR3p4. The fluorescence spectra in the presence of the POPS nanodiscs were similar to the POPG nanodiscs and are not shown. B. Cartoon modes illustrating distinct modes of Arr2 and Arr3 binding to the membrane in the presence of ACKR3pp1 and ACKRpp2.;;1;;1;;;Plot+Diagram
401;10.1101_2025.09.17.676819.json;Figure S2. Subcellular localisation of GFP-tagged TiLV proteins in mammalian and tilapia cells. (A) 293T and (B) OmB cells were transfected with plasmids expressing C-terminal GFP fusion constructs of TiLV segments 1-10 or an empty GFP vector (pEGFP-C1), or were mocktransfected. 48 h post-transfection, cells were fixed and stained with Hoechst dye to visualise nuclei. GFP (green) and Hoechst (blue) fluorescence images were acquired using a Zeiss LSM710 microscope. Images are single optical slices, representative of three independent experiments, each performed with a single technical replicate. Scale bars: 10 µm, n/d: not determined because of poor expression.;;;1;;;;Photo
402;10.1101_2025.05.03.651968.json;Figure 15: Effect size difference between uncompensated cortical thickness and foldingcompensated cortical thickness. Areas outlined in black indicate areas where the effect size of uncompensated cortical thickness exceeds that of folding-compensated cortical thickness.;;;1;;;;Photo
403;10.1101_2025.02.13.638127.json;Figure 1. Principal components analyses (PCA) for 13C-enriched metabolomes from 13-lined ground squirrel cecal contents (A), liver (B), and quadriceps muscle (C). Treatment groups include gut microbiota-intact and depleted groups from Summer (sum), early winter (EW), and late winter (LW) squirrels. PERMANOVA results for each tissue are presented next to its;;1;;;;;Plot
405;10.1101_2025.07.28.667162.json;Figure 1: common, local and distinct variation. Common variation 𝐶123 is shared between all datasets 𝑿 (1) , 𝑿 (2) and 𝑿 (3) . Local variation is shared between some of the datasets. Hence 𝐿12 is shared between 𝑿 (1) and 𝑿 (2) , but not 𝑿 (3) . Similarly, 𝐿13 is shared between 𝑿 (1) and 𝑿 (3) , but not 𝑿 (2) , and 𝐿23 is shared between 𝑿 (2) and 𝑿 (3) , but not 𝑿 (1) . Distinct variation is unique to one dataset: 𝐷1 for block 𝑿 (1) , 𝐷2 for block 𝑿 (2) , and 𝐷3 for block 𝑿 (3) . Together, they make up the Common, Local and Distinct (CLD) structure of the data.;;;;1;;;Diagram
406;10.1101_2024.06.14.599120.json;Figure 6. Rad51-ED is severely affected in binding to damaged DNA and Sister Chromatid Junction formation. A. rad51-KN and rad51-ED are defective in the accumulation of Sister Chromatid Junctions (SCJ), as determined by 2D gel analysis of X-shaped molecules in sgs1 ∆ (W303sgs1), sgs1 ∆ rad51-KN (W303sr305) and sgs1 ∆ rad51-ED (W303sr135) cells synchronized in G1 and released in the presence of 0.033% MMS. A schematic representation of the migration pattern of X-shaped (SCJs) and Y-shaped (replication intermediates) molecules, as well as the DNA content analysis of the different cultures along the time course, is shown on the left. The panel on the right shows the amounts of X-shaped molecules relative to the total amount of molecules at the indicated times. The highest value is set at 100, and the mean and SEM from four independent time courses are given. The area under the curve (AUC) is also plotted. Two and three asterisks indicate statistically significant differences according to a One-Anova (Bonferroni) test ( P < 0.001 and 0.0001, respectively). (B) Rad51 binding to replicative DNA lesions as determined by ChEC analysis of exponentially growing RAD51-MN id is );;;;1;;;Diagram
